NOME_MUNICIPIO;UF;IDHM2010;IDHMRenda2010;IDHMLongevidade2010;IDHMEducacao2010;GEOCODIGO_MUNICIPIO;COD_UF;LONGITUDE;LATITUDE
Marilac;MG;0,615;0,609;0,781;0,488;3140100;31;-42,081689;-18,504972
Marilândia;ES;0,696;0,668;0,823;0,612;3203353;32;-40,550951;-19,412813
Marilândia do Sul;PR;0,691;0,664;0,831;0,599;4114906;41;-51,309291;-23,745779
Marilena;PR;0,681;0,651;0,828;0,585;4115002;41;-53,037186;-22,731825
Marília;SP;0,798;0,768;0,854;0,776;3529005;35;-49,951646;-22,214933
Mariluz;PR;0,639;0,653;0,794;0,504;4115101;41;-53,151526;-24,003733
Maringá;PR;0,808;0,806;0,852;0,768;4115200;41;-51,939882;-23,42228
Marinópolis;SP;0,731;0,681;0,825;0,694;3529104;35;-50,825677;-20,439399
Mário Campos;MG;0,699;0,68;0,833;0,604;3140159;31;-44,185825;-20,053636
Mariópolis;PR;0,698;0,717;0,804;0,591;4115309;41;-52,557748;-26,355843
Maripá;PR;0,758;0,736;0,866;0,684;4115358;41;-53,833478;-24,417209
Maripá de Minas;MG;0,68;0,668;0,847;0,555;3140209;31;-42,96835;-21,692263
Marituba;PA;0,676;0,621;0,793;0,628;1504422;15;-48,340536;-1,346417
Marizópolis;PB;0,608;0,582;0,753;0,512;2509156;25;-38,355396;-6,844674
Marliéria;MG;0,657;0,629;0,838;0,537;3140308;31;-42,737379;-19,706456
Marmeleiro;PR;0,722;0,73;0,842;0,613;4115408;41;-53,026184;-26,148697
Marmelópolis;MG;0,65;0,615;0,806;0,553;3140407;31;-45,160048;-22,446517
Marques de Souza;RS;0,687;0,743;0,849;0,515;4312054;43;-52,097804;-29,329137
Marquinho;PR;0,614;0,615;0,814;0,463;4115457;41;-52,256983;-25,112212
Martinho Campos;MG;0,669;0,688;0,844;0,515;3140506;31;-45,23865;-19,329742
Martinópole;CE;0,599;0,541;0,76;0,522;2307908;23;-40,699355;-3,225012
Martinópolis;SP;0,721;0,703;0,832;0,641;3529203;35;-51,170768;-22,147832
Martins;RN;0,622;0,58;0,772;0,538;2407401;24;-37,911327;-6,096347
Martins Soares;MG;0,635;0,619;0,809;0,512;3140530;31;-41,875791;-20,258229
Maruim;SE;0,618;0,59;0,781;0,511;2804003;28;-37,083314;-10,736932
Marumbi;PR;0,721;0,705;0,826;0,643;4115507;41;-51,64108;-23,706369
Marzagão;GO;0,699;0,692;0,822;0,601;5212907;52;-48,637174;-17,98161
Mascote;BA;0,581;0,567;0,744;0,464;2920908;29;-39,3024;-15,565988
Massapê;CE;0,616;0,541;0,778;0,554;2308005;23;-40,342135;-3,523871
Massapê do Piauí;PI;0,525;0,514;0,73;0,386;2206050;22;-41,123855;-7,465483
Massaranduba;PB;0,567;0,552;0,747;0,441;2509206;25;-35,737515;-7,180199
Massaranduba;SC;0,774;0,749;0,867;0,714;4210605;42;-48,988745;-26,595458
Mata;RS;0,656;0,66;0,807;0,529;4312104;43;-54,452435;-29,569392
Mata de São João;BA;0,668;0,648;0,818;0,562;2921005;29;-38,297299;-12,529971
Mata Grande;AL;0,504;0,506;0,685;0,369;2705002;27;-37,725224;-9,114806
Mata Roma;MA;0,57;0,483;0,776;0,494;2106409;21;-43,120389;-3,619046
Mata Verde;MG;0,581;0,581;0,749;0,45;3140555;31;-40,738533;-15,687668
Matão;SP;0,773;0,766;0,847;0,713;3529302;35;-48,367748;-21,602995
Mataraca;PB;0,536;0,533;0,675;0,427;2509305;25;-35,048558;-6,600519
Mateiros;TO;0,607;0,586;0,823;0,463;1712702;17;-46,412466;-10,544429
Matelândia;PR;0,725;0,715;0,831;0,642;4115606;41;-53,974387;-25,237921
Materlândia;MG;0,597;0,557;0,769;0,497;3140605;31;-43,057376;-18,472774
Mateus Leme;MG;0,704;0,688;0,839;0,604;3140704;31;-44,428991;-19,990868
Mathias Lobato;MG;0,612;0,596;0,795;0,483;3171501;31;-41,92336;-18,579589
Matias Barbosa;MG;0,72;0,703;0,862;0,616;3140803;31;-43,319162;-21,869479
Matias Cardoso;MG;0,616;0,584;0,799;0,501;3140852;31;-43,917826;-14,850284
Matias Olímpio;PI;0,562;0,521;0,779;0,438;2206100;22;-42,558629;-3,711027
Matina;BA;0,572;0,538;0,74;0,469;2921054;29;-42,842932;-13,912636
Matinha;MA;0,619;0,579;0,731;0,56;2106508;21;-45,036429;-3,0984
Matinhas;PB;0,541;0,531;0,747;0,4;2509339;25;-35,770937;-7,121168
Matinhos;PR;0,743;0,743;0,834;0,662;4115705;41;-48,533771;-25,81641
Matipó;MG;0,631;0,63;0,78;0,511;3140902;31;-42,341486;-20,287148
Mato Castelhano;RS;0,727;0,752;0,839;0,608;4312138;43;-52,197261;-28,275762
Mato Grosso;PB;0,565;0,566;0,76;0,419;2509370;25;-37,711573;-6,542633
Mato Leitão;RS;0,746;0,721;0,853;0,676;4312153;43;-52,133029;-29,52483
Mato Queimado;RS;0,717;0,702;0,87;0,603;4312179;43;-54,616837;-28,255816
Mato Rico;PR;0,632;0,58;0,812;0,536;4115739;41;-52,146259;-24,707317
Mato Verde;MG;0,662;0,604;0,789;0,61;3141009;31;-42,866515;-15,397322
Matões;MA;0,55;0,519;0,739;0,434;2106607;21;-43,201208;-5,522465
Matões do Norte;MA;0,533;0,452;0,768;0,436;2106631;21;-44,550245;-3,627519
Matos Costa;SC;0,657;0,63;0,831;0,541;4210704;42;-51,157451;-26,474115
Matozinhos;MG;0,731;0,69;0,864;0,654;3141108;31;-44,083975;-19,56191
Matrinchã;GO;0,679;0,651;0,84;0,572;5212956;52;-50,746474;-15,437188
Matriz de Camaragibe;AL;0,584;0,541;0,777;0,473;2705101;27;-35,533555;-9,158526
Matupá;MT;0,716;0,706;0,824;0,631;5105606;51;-54,931806;-10,172107
Maturéia;PB;0,572;0,54;0,73;0,474;2509396;25;-37,350434;-7,26593
Matutina;MG;0,707;0,744;0,859;0,552;3141207;31;-45,983517;-19,226612
Mauá;SP;0,766;0,721;0,852;0,733;3529401;35;-46,458262;-23,669335
Mauá da Serra;PR;0,652;0,661;0,793;0,529;4115754;41;-51,226463;-23,901296
Maués;AM;0,588;0,549;0,8;0,464;1302900;13;-57,715034;-3,386428
Maurilândia;GO;0,677;0,682;0,823;0,554;5213004;52;-50,338911;-17,972083
Maurilândia do Tocantins;TO;0,58;0,542;0,724;0,498;1712801;17;-47,50488;-5,952566
Mauriti;CE;0,605;0,544;0,772;0,526;2308104;23;-38,772795;-7,387398
Maxaranguape;RN;0,608;0,582;0,764;0,506;2407500;24;-35,262075;-5,505456
Maximiliano de Almeida;RS;0,699;0,699;0,825;0,591;4312203;43;-51,801718;-27,634941
Mazagão;AP;0,592;0,609;0,758;0,449;1600402;16;-51,286077;-0,124396
Medeiros;MG;0,711;0,722;0,851;0,584;3141306;31;-46,226689;-19,993308
Medeiros Neto;BA;0,625;0,626;0,777;0,501;2921104;29;-40,220174;-17,370409
Medianeira;PR;0,763;0,762;0,849;0,686;4115804;41;-54,091782;-25,292498
Medicilândia;PA;0,582;0,605;0,8;0,408;1504455;15;-52,888345;-3,445417
Medina;MG;0,624;0,624;0,821;0,475;3141405;31;-41,476309;-16,224796
Meleiro;SC;0,738;0,734;0,808;0,679;4210803;42;-49,629849;-28,832446
Melgaço;PA;0,418;0,454;0,776;0,207;1504505;15;-50,717465;-1,803447
Mendes;RJ;0,736;0,707;0,806;0,7;3302809;33;-43,721487;-22,517423
Mendes Pimentel;MG;0,626;0,617;0,768;0,518;3141504;31;-41,405615;-18,661778
Mendonça;SP;0,744;0,72;0,863;0,663;3529500;35;-49,582019;-21,180156
Mercedes;PR;0,74;0,708;0,843;0,68;4115853;41;-54,164436;-24,44889
Mercês;MG;0,664;0,683;0,831;0,515;3141603;31;-43,34107;-21,192065
Meridiano;SP;0,731;0,717;0,817;0,667;3529609;35;-50,181832;-20,35411
Meruoca;CE;0,618;0,559;0,761;0,554;2308203;23;-40,450881;-3,539007
Mesópolis;SP;0,724;0,674;0,847;0,666;3529658;35;-50,62208;-19,967037
Mesquita;MG;0,656;0,638;0,796;0,555;3141702;31;-42,605661;-19,224346
Mesquita;RJ;0,737;0,704;0,839;0,678;3302858;33;-43,429224;-22,768088
Messias;AL;0,568;0,557;0,714;0,46;2705200;27;-35,840378;-9,391812
Messias Targino;RN;0,644;0,608;0,779;0,565;2407609;24;-37,512059;-6,076498
Miguel Alves;PI;0,539;0,533;0,742;0,396;2206209;22;-42,893167;-4,168216
Miguel Calmon;BA;0,586;0,571;0,745;0,472;2921203;29;-40,59607;-11,428344
Miguel Leão;PI;0,623;0,579;0,782;0,533;2206308;22;-42,73583;-5,682242
Miguel Pereira;RJ;0,745;0,74;0,828;0,675;3302908;33;-43,474676;-22,455427
Miguelópolis;SP;0,741;0,712;0,863;0,661;3529708;35;-48,029334;-20,177129
Milagres;BA;0,622;0,59;0,789;0,518;2921302;29;-39,859127;-12,870575
Milagres;CE;0,628;0,561;0,777;0,569;2308302;23;-38,943157;-7,310428
Milagres do Maranhão;MA;0,527;0,465;0,764;0,413;2106672;21;-42,610753;-3,582207
Milhã;CE;0,626;0,56;0,784;0,558;2308351;23;-39,203574;-5,679564
Milton Brandão;PI;0,508;0,476;0,772;0,357;2206357;22;-41,44796;-4,699953
Mimoso de Goiás;GO;0,665;0,656;0,825;0,543;5213053;52;-48,163273;-15,059293
Mimoso do Sul;ES;0,67;0,672;0,827;0,541;3203403;32;-41,364425;-21,065374
Minaçu;GO;0,707;0,691;0,803;0,637;5213087;52;-48,223908;-13,535094
Minador do Negrão;AL;0,563;0,541;0,767;0,43;2705309;27;-36,864916;-9,303683
Minas do Leão;RS;0,681;0,743;0,826;0,514;4312252;43;-52,05128;-30,12244
Minas Novas;MG;0,633;0,6;0,802;0,528;3141801;31;-42,596759;-17,215458
Minduri;MG;0,658;0,631;0,805;0,56;3141900;31;-44,609293;-21,677543
Mineiros;GO;0,718;0,753;0,84;0,584;5213103;52;-52,554667;-17,566168
Mineiros do Tietê;SP;0,73;0,719;0,823;0,658;3529807;35;-48,451802;-22,411697
Ministro Andreazza;RO;0,638;0,647;0,776;0,518;1101203;11;-61,518922;-11,196238
Mira Estrela;SP;0,743;0,697;0,806;0,731;3530003;35;-50,138427;-19,980516
Mirabela;MG;0,665;0,596;0,794;0,622;3142007;31;-44,160644;-16,258453
Miracatu;SP;0,697;0,645;0,803;0,655;3529906;35;-47,457104;-24,283929
Miracema;RJ;0,713;0,696;0,805;0,646;3303005;33;-42,198411;-21,411163
Miracema do Tocantins;TO;0,684;0,675;0,82;0,579;1713205;17;-48,387991;-9,568346
Mirador;MA;0,545;0,485;0,74;0,451;2106706;21;-44,36261;-6,377566
Mirador;PR;0,68;0,656;0,8;0,599;4115903;41;-52,776935;-23,257408
Miradouro;MG;0,663;0,645;0,827;0,546;3142106;31;-42,34615;-20,894419
Miraguaí;RS;0,725;0,744;0,837;0,613;4312302;43;-53,685994;-27,496076
Miraí;MG;0,68;0,663;0,837;0,567;3142205;31;-42,61604;-21,193982
Miraíma;CE;0,592;0,51;0,778;0,523;2308377;23;-39,970065;-3,5686
Miranda;MS;0,632;0,638;0,782;0,507;5005608;50;-56,390198;-20,239333
Miranda do Norte;MA;0,61;0,55;0,751;0,55;2106755;21;-44,584276;-3,562645
Mirandiba;PE;0,591;0,512;0,769;0,525;2609303;26;-38,734565;-8,120244
Mirandópolis;SP;0,751;0,732;0,869;0,665;3530102;35;-51,10564;-21,132087
Mirangaba;BA;0,542;0,512;0,685;0,454;2921401;29;-40,574793;-10,956117
Miranorte;TO;0,662;0,633;0,804;0,571;1713304;17;-48,592632;-9,517405
Mirante;BA;0,527;0,524;0,722;0,386;2921450;29;-40,773567;-14,239818
Mirante da Serra;RO;0,643;0,673;0,8;0,494;1101302;11;-62,669427;-11,045609
Mirante do Paranapanema;SP;0,724;0,67;0,841;0,674;3530201;35;-51,905794;-22,290559
Miraselva;PR;0,748;0,694;0,854;0,707;4116000;41;-51,485707;-22,966093
Mirassol;SP;0,762;0,748;0,846;0,698;3530300;35;-49,512139;-20,817005
Mirassol D'Oeste;MT;0,704;0,723;0,816;0,592;5105622;51;-58,097904;-15,674071
Mirassolândia;SP;0,738;0,704;0,829;0,69;3530409;35;-49,46552;-20,616857
Miravânia;MG;0,593;0,544;0,781;0,492;3142254;31;-44,412075;-14,747839
Mirim Doce;SC;0,708;0,683;0,821;0,633;4210852;42;-50,068564;-27,201205
Mirinzal;MA;0,622;0,546;0,756;0,582;2106805;21;-44,785756;-2,064224
Missal;PR;0,711;0,714;0,828;0,608;4116059;41;-54,243175;-25,09116
Missão Velha;CE;0,622;0,579;0,754;0,552;2308401;23;-39,145198;-7,243232
Mocajuba;PA;0,575;0,539;0,754;0,467;1504604;15;-49,509023;-2,582873
Mococa;SP;0,762;0,756;0,827;0,709;3530508;35;-47,007171;-21,468991
Modelo;SC;0,76;0,751;0,886;0,659;4210902;42;-53,053501;-26,778042
Moeda;MG;0,638;0,657;0,8;0,494;3142304;31;-44,047569;-20,330269
Moema;MG;0,721;0,703;0,848;0,629;3142403;31;-45,42531;-19,8387
Mogeiro;PB;0,574;0,538;0,732;0,481;2509404;25;-35,482425;-7,309481
Mogi das Cruzes;SP;0,783;0,762;0,851;0,74;3530607;35;-46,19676;-23,522707
Mogi Guaçu;SP;0,774;0,74;0,852;0,736;3530706;35;-46,944474;-22,36572
Mogi Mirim;SP;0,784;0,767;0,879;0,715;3530805;35;-46,956367;-22,432696
Moiporá;GO;0,696;0,652;0,818;0,632;5213400;52;-50,736098;-16,5469
Moita Bonita;SE;0,587;0,596;0,792;0,429;2804102;28;-37,345749;-10,579044
Moju;PA;0,547;0,578;0,757;0,375;1504703;15;-48,767199;-1,885889
Mombaça;CE;0,582;0,549;0,735;0,489;2308500;23;-39,624405;-5,747005
Mombuca;SP;0,719;0,746;0,82;0,607;3530904;35;-47,567524;-22,926828
Monção;MA;0,546;0,499;0,704;0,464;2106904;21;-45,247585;-3,493932
Monções;SP;0,772;0,731;0,814;0,773;3531001;35;-50,096306;-20,850326
Mondaí;SC;0,748;0,728;0,875;0,657;4211009;42;-53,398684;-27,103612
Mongaguá;SP;0,754;0,719;0,854;0,699;3531100;35;-46,619993;-24,094116
Monjolos;MG;0,65;0,612;0,819;0,548;3142502;31;-44,119317;-18,323686
Monsenhor Gil;PI;0,615;0,568;0,781;0,524;2206407;22;-42,617399;-5,551486
Monsenhor Hipólito;PI;0,561;0,591;0,739;0,404;2206506;22;-41,032893;-7,003502
Monsenhor Paulo;MG;0,721;0,682;0,839;0,654;3142601;31;-45,545074;-21,761772
Monsenhor Tabosa;CE;0,61;0,545;0,773;0,538;2308609;23;-40,070067;-4,783091
Montadas;PB;0,59;0,545;0,748;0,505;2509503;25;-35,958275;-7,089096
Montalvânia;MG;0,613;0,586;0,799;0,492;3142700;31;-44,363621;-14,420365
Montanha;ES;0,667;0,679;0,816;0,535;3203502;32;-40,363421;-18,126857
Montanhas;RN;0,557;0,553;0,7;0,447;2407708;24;-35,287692;-6,482243
Montauri;RS;0,764;0,79;0,852;0,662;4312351;43;-52,076108;-28,653207
Monte Alegre;PA;0,589;0,541;0,764;0,495;1504802;15;-54,073375;-2,003328
Monte Alegre;RN;0,609;0,578;0,77;0,507;2407807;24;-35,332099;-6,067877
Monte Alegre de Goiás;GO;0,615;0,592;0,816;0,481;5213509;52;-46,885799;-13,257326
Monte Alegre de Minas;MG;0,674;0,699;0,848;0,516;3142809;31;-48,877117;-18,869167
Monte Alegre de Sergipe;SE;0,553;0,539;0,726;0,431;2804201;28;-37,561426;-10,025862
Monte Alegre do Piauí;PI;0,578;0,531;0,768;0,474;2206605;22;-45,29574;-9,755834
Monte Alegre do Sul;SP;0,759;0,752;0,858;0,678;3531209;35;-46,681194;-22,681129
Monte Alegre dos Campos;RS;0,65;0,667;0,822;0,501;4312377;43;-50,782834;-28,685072
Monte Alto;SP;0,768;0,746;0,859;0,707;3531308;35;-48,496651;-21,263864
Monte Aprazível;SP;0,785;0,781;0,861;0,72;3531407;35;-49,714116;-20,77214
Monte Azul;MG;0,659;0,611;0,811;0,578;3142908;31;-42,873165;-15,155339
Monte Azul Paulista;SP;0,753;0,733;0,843;0,69;3531506;35;-48,642971;-20,903841
Monte Belo;MG;0,688;0,677;0,847;0,567;3143005;31;-46,368246;-21,327146
Monte Belo do Sul;RS;0,752;0,752;0,852;0,663;4312385;43;-51,631559;-29,159941
Monte Carlo;SC;0,643;0,648;0,804;0,511;4211058;42;-50,974105;-27,217679
Monte Carmelo;MG;0,728;0,716;0,868;0,62;3143104;31;-47,495972;-18,729038
Monte Castelo;SC;0,675;0,641;0,826;0,581;4211108;42;-50,226271;-26,456362
Monte Castelo;SP;0,741;0,706;0,814;0,709;3531605;35;-51,565493;-21,298959
Monte das Gameleiras;RN;0,598;0,56;0,752;0,509;2407906;24;-35,786607;-6,439466
Monte do Carmo;TO;0,622;0,608;0,808;0,489;1713601;17;-48,11042;-10,763542
Monte Formoso;MG;0,541;0,523;0,765;0,396;3143153;31;-41,254579;-16,866494
Monte Horebe;PB;0,587;0,579;0,755;0,463;2509602;25;-38,583657;-7,209526
Monte Mor;SP;0,733;0,713;0,863;0,639;3531803;35;-47,313269;-22,945522
Monte Negro;RO;0,607;0,645;0,762;0,454;1101401;11;-63,295559;-10,263098
Monte Santo;BA;0,506;0,515;0,699;0,359;2921500;29;-39,332706;-10,440158
Monte Santo de Minas;MG;0,71;0,689;0,874;0,595;3143203;31;-46,977119;-21,190475
Monte Santo do Tocantins;TO;0,62;0,572;0,76;0,547;1713700;17;-48,990891;-10,005591
Monte Sião;MG;0,724;0,732;0,878;0,59;3143401;31;-46,573703;-22,433549
Monteiro;PB;0,628;0,625;0,709;0,558;2509701;25;-37,122681;-7,892217
Monteiro Lobato;SP;0,71;0,692;0,826;0,627;3531704;35;-45,848152;-22,955011
Monteirópolis;AL;0,539;0,497;0,71;0,443;2705408;27;-37,245272;-9,602328
Montenegro;RS;0,755;0,761;0,866;0,654;4312401;43;-51,461299;-29,688119
Montes Altos;MA;0,575;0,534;0,732;0,486;2107001;21;-47,07044;-5,828563
Montes Claros;MG;0,77;0,707;0,868;0,744;3143302;31;-43,865422;-16,722707
Montes Claros de Goiás;GO;0,707;0,704;0,806;0,622;5213707;52;-51,400499;-16,00476
Montezuma;MG;0,587;0,587;0,809;0,425;3143450;31;-42,507474;-15,171144
Montividiu;GO;0,733;0,738;0,827;0,644;5213756;52;-51,175145;-17,444462
Montividiu do Norte;GO;0,613;0,578;0,816;0,488;5213772;52;-48,688822;-13,353094
Morada Nova;CE;0,61;0,569;0,758;0,525;2308708;23;-38,364907;-5,096952
Morada Nova de Minas;MG;0,696;0,688;0,83;0,59;3143500;31;-45,355502;-18,607445
Moraújo;CE;0,581;0,495;0,768;0,516;2308807;23;-40,683599;-3,466363
Moreilândia;PE;0,6;0,522;0,768;0,54;2614303;26;-39,553754;-7,629983
Moreira Sales;PR;0,675;0,673;0,802;0,57;4116109;41;-53,013447;-24,044758
Moreno;PE;0,652;0,61;0,805;0,564;2609402;26;-35,094869;-8,118695
Mormaço;RS;0,714;0,735;0,86;0,576;4312427;43;-52,692826;-28,693351
Morpará;BA;0,558;0,536;0,732;0,444;2921609;29;-43,277913;-11,558043
Morretes;PR;0,686;0,71;0,837;0,544;4116208;41;-48,831539;-25,478482
Morrinhos;CE;0,588;0,524;0,76;0,511;2308906;23;-40,124179;-3,228831
Morrinhos;GO;0,734;0,739;0,862;0,621;5213806;52;-49,110177;-17,735271
Morrinhos do Sul;RS;0,711;0,72;0,842;0,593;4312443;43;-49,932763;-29,362964
Morro Agudo;SP;0,712;0,716;0,836;0,604;3531902;35;-48,057594;-20,732663
Morro Agudo de Goiás;GO;0,695;0,644;0,826;0,63;5213855;52;-50,057447;-15,312198
Morro Cabeça no Tempo;PI;0,542;0,472;0,774;0,435;2206654;22;-43,901874;-9,719319
Morro da Fumaça;SC;0,738;0,732;0,825;0,665;4211207;42;-49,213257;-28,654788
Morro da Garça;MG;0,648;0,619;0,816;0,538;3143609;31;-44,603531;-18,547218
Morro do Chapéu;BA;0,588;0,554;0,766;0,478;2921708;29;-41,159097;-11,550126
Morro do Chapéu do Piauí;PI;0,55;0,536;0,742;0,418;2206670;22;-42,309063;-3,742255
Morro do Pilar;MG;0,597;0,622;0,809;0,422;3143708;31;-43,374804;-19,218342
Morro Grande;SC;0,701;0,742;0,847;0,548;4211256;42;-49,7188;-28,79972
Morro Redondo;RS;0,702;0,719;0,864;0,557;4312450;43;-52,65778;-31,582203
Morro Reuter;RS;0,743;0,733;0,858;0,653;4312476;43;-51,080088;-29,539342
Morros;MA;0,548;0,485;0,706;0,48;2107100;21;-44,044545;-2,861479
Mortugaba;BA;0,618;0,598;0,771;0,513;2921807;29;-42,380449;-15,016407
Morungaba;SP;0,715;0,726;0,802;0,627;3532009;35;-46,791344;-22,881031
Mossâmedes;GO;0,706;0,696;0,811;0,623;5213905;52;-50,21805;-16,119654
Mossoró;RN;0,72;0,694;0,811;0,663;2408003;24;-37,356874;-5,193801
Mostardas;RS;0,664;0,701;0,849;0,493;4312500;43;-50,919159;-31,108225
Motuca;SP;0,741;0,685;0,859;0,691;3532058;35;-48,150661;-21,507609
Mozarlândia;GO;0,683;0,684;0,825;0,565;5214002;52;-50,570214;-14,747589
Muaná;PA;0,547;0,54;0,775;0,391;1504901;15;-49,216832;-1,530026
Mucajaí;RR;0,665;0,661;0,813;0,547;1400308;14;-60,911519;2,479772
Mucambo;CE;0,607;0,565;0,732;0,541;2309003;23;-40,74528;-3,90603
Mucugê;BA;0,606;0,589;0,787;0,48;2921906;29;-41,373213;-13,003894
Muçum;RS;0,746;0,757;0,84;0,654;4312609;43;-51,866056;-29,165615
Mucuri;BA;0,665;0,679;0,801;0,541;2922003;29;-39,547546;-18,08854
Mucurici;ES;0,666;0,617;0,828;0,577;3203601;32;-40,517927;-18,097236
Muitos Capões;RS;0,702;0,711;0,873;0,558;4312617;43;-51,184602;-28,318913
Muliterno;RS;0,689;0,74;0,808;0,547;4312625;43;-51,768701;-28,330265
Mulungu;CE;0,607;0,551;0,759;0,534;2309102;23;-38,993066;-4,299528
Mulungu;PB;0,565;0,548;0,778;0,423;2509800;25;-35,465143;-7,027886
Mulungu do Morro;BA;0,566;0,517;0,753;0,466;2922052;29;-41,6438;-11,96722
Mundo Novo;BA;0,59;0,606;0,791;0,429;2922102;29;-40,471498;-11,864723
Mundo Novo;GO;0,634;0,642;0,812;0,488;5214051;52;-50,285688;-13,765577
Mundo Novo;MS;0,686;0,707;0,808;0,565;5005681;50;-54,281661;-23,935274
Munhoz;MG;0,647;0,634;0,821;0,52;3143807;31;-46,360371;-22,612783
Munhoz de Melo;PR;0,726;0,704;0,856;0,634;4116307;41;-51,775758;-23,145693
Muniz Ferreira;BA;0,617;0,581;0,761;0,531;2922201;29;-39,112982;-12,997304
Muniz Freire;ES;0,645;0,637;0,821;0,512;3203700;32;-41,417514;-20,456546
Muquém de São Francisco;BA;0,549;0,488;0,761;0,445;2922250;29;-43,55186;-12,068261
Muqui;ES;0,694;0,673;0,802;0,619;3203809;32;-41,346214;-20,953692
Muriaé;MG;0,734;0,731;0,853;0,634;3143906;31;-42,361075;-21,132047
Muribeca;SE;0,626;0,575;0,771;0,554;2804300;28;-36,957001;-10,427427
Murici;AL;0,527;0,542;0,685;0,395;2705507;27;-35,947556;-9,316301
Murici dos Portelas;PI;0,53;0,489;0,777;0,391;2206696;22;-42,096769;-3,32386
Muricilândia;TO;0,596;0,543;0,745;0,524;1713957;17;-48,606745;-7,138519
Muritiba;BA;0,66;0,629;0,796;0,573;2922300;29;-38,988689;-12,623372
Murutinga do Sul;SP;0,726;0,703;0,847;0,643;3532108;35;-51,277138;-20,994298
Mutuípe;BA;0,601;0,618;0,751;0,467;2922409;29;-39,504164;-13,229373
Mutum;MG;0,644;0,635;0,822;0,511;3144003;31;-41,439139;-19,807189
Mutunópolis;GO;0,68;0,668;0,806;0,584;5214101;52;-49,274445;-13,723611
Muzambinho;MG;0,74;0,723;0,859;0,652;3144102;31;-46,526805;-21,373013
Nacip Raydan;MG;0,585;0,64;0,831;0,377;3144201;31;-42,251792;-18,457924
Nantes;SP;0,714;0,655;0,79;0,702;3532157;35;-51,238587;-22,620118
Nanuque;MG;0,701;0,666;0,85;0,609;3144300;31;-40,351739;-17,838993
Não-Me-Toque;RS;0,765;0,784;0,847;0,673;4312658;43;-52,819279;-28,459907
Naque;MG;0,675;0,632;0,822;0,592;3144359;31;-42,334708;-19,223543
Narandiba;SP;0,718;0,659;0,839;0,67;3532207;35;-51,52424;-22,404283
Natal;RN;0,763;0,768;0,835;0,694;2408102;24;-35,252255;-5,750899
Natalândia;MG;0,671;0,641;0,846;0,557;3144375;31;-46,497534;-16,503836
Natércia;MG;0,693;0,677;0,805;0,612;3144409;31;-45,518235;-22,118474
Natividade;RJ;0,73;0,707;0,806;0,683;3303104;33;-41,97644;-21,043757
Natividade;TO;0,673;0,646;0,847;0,556;1714203;17;-47,727258;-11,705357
Natividade da Serra;SP;0,655;0,664;0,814;0,52;3532306;35;-45,4464;-23,375787
Natuba;PB;0,541;0,516;0,71;0,432;2509909;25;-35,556145;-7,640979
Navegantes;SC;0,736;0,731;0,873;0,624;4211306;42;-48,649183;-26,897439
Naviraí;MS;0,7;0,715;0,803;0,597;5005707;50;-54,198836;-23,059999
Nazaré;BA;0,641;0,637;0,777;0,532;2922508;29;-39,010623;-13,035148
Nazaré;TO;0,643;0,584;0,792;0,576;1714302;17;-47,666977;-6,372558
Nazaré da Mata;PE;0,662;0,608;0,789;0,604;2609501;26;-35,221339;-7,737688
Nazaré do Piauí;PI;0,576;0,531;0,707;0,51;2206704;22;-42,668227;-6,967128
Nazaré Paulista;SP;0,678;0,681;0,818;0,559;3532405;35;-46,40259;-23,178696
Nazareno;MG;0,69;0,662;0,83;0,597;3144508;31;-44,617235;-21,217697
Nazarezinho;PB;0,562;0,528;0,747;0,449;2510006;25;-38,318913;-6,912701
Nazária;PI;0,602;0,546;0,78;0,512;2206720;22;-42,814048;-5,346925
Nazário;GO;0,71;0,702;0,808;0,631;5214408;52;-49,881988;-16,580528
Neópolis;SE;0,589;0,575;0,702;0,505;2804409;28;-36,576718;-10,315878
Nepomuceno;MG;0,667;0,658;0,822;0,549;3144607;31;-45,237429;-21,234577
Nerópolis;GO;0,721;0,681;0,82;0,671;5214507;52;-49,224463;-16,404044
Neves Paulista;SP;0,754;0,737;0,823;0,707;3532504;35;-49,630475;-20,843916
Nhamundá;AM;0,586;0,513;0,779;0,503;1303007;13;-56,71677;-2,188984
Nhandeara;SP;0,751;0,755;0,835;0,672;3532603;35;-50,040274;-20,694823
Nicolau Vergueiro;RS;0,753;0,772;0,839;0,66;4312674;43;-52,462401;-28,536215
Nilo Peçanha;BA;0,547;0,531;0,762;0,404;2922607;29;-39,112986;-13,604494
Nilópolis;RJ;0,753;0,731;0,817;0,716;3303203;33;-43,41661;-22,807514
Nina Rodrigues;MA;0,585;0,474;0,774;0,547;2107209;21;-43,904485;-3,462464
Ninheira;MG;0,556;0,525;0,784;0,418;3144656;31;-41,748789;-15,323802
Nioaque;MS;0,639;0,658;0,822;0,483;5005806;50;-55,83389;-21,158152
Nipoã;SP;0,713;0,701;0,814;0,636;3532702;35;-49,780899;-20,913902
Niquelândia;GO;0,715;0,709;0,806;0,64;5214606;52;-48,458585;-14,46911
Nísia Floresta;RN;0,622;0,601;0,773;0,518;2408201;24;-35,21131;-6,090714
Niterói;RJ;0,837;0,887;0,854;0,773;3303302;33;-43,075823;-22,896452
